2024-04-08 10:01:10.523715 connection.mysql_connection [INFO] =================================================
2024-04-08 10:03:12.296119 root [DEBUG] ['6.88E+0', 'kgCO₂e']
2024-04-08 10:03:12.443413 root [DEBUG] 8.04E+0 kgCO₂e
2024-04-08 10:03:12.444870 root [DEBUG] ['8.04E+0', 'kgCO₂e']
2024-04-08 10:03:12.588490 root [DEBUG] 2.33E+0 kgCO₂e
2024-04-08 10:03:12.590711 root [DEBUG] ['2.33E+0', 'kgCO₂e']
2024-04-08 10:03:12.739218 root [DEBUG] 7.32E+2 kgCO₂e
2024-04-08 10:03:12.741414 root [DEBUG] ['7.32E+2', 'kgCO₂e']
2024-04-08 10:03:12.891244 root [DEBUG] 3.38E+0 kgCO₂e
2024-04-08 10:03:12.893498 root [DEBUG] ['3.38E+0', 'kgCO₂e']
2024-04-08 10:03:13.040158 root [DEBUG] 5.70E+2 kgCO₂e
2024-04-08 10:03:13.042097 root [DEBUG] ['5.70E+2', 'kgCO₂e']
2024-04-08 10:03:13.193316 root [DEBUG] 1.62E+1 kgCO₂e
2024-04-08 10:03:13.195237 root [DEBUG] ['1.62E+1', 'kgCO₂e']
2024-04-08 10:03:13.367136 root [DEBUG] 3.34E+2 kgCO₂e
2024-04-08 10:03:13.368827 root [DEBUG] ['3.34E+2', 'kgCO₂e']
2024-04-08 10:03:13.509452 root [DEBUG] 6.56E-1 kgCO₂e
2024-04-08 10:03:13.510821 root [DEBUG] ['6.56E-1', 'kgCO₂e']
2024-04-08 10:03:13.651649 root [DEBUG] 1.01E+2 kgCO₂e
2024-04-08 10:03:13.653701 root [DEBUG] ['1.01E+2', 'kgCO₂e']
2024-04-08 10:03:13.813966 root [DEBUG] 1.00E+0 kgCO₂e
2024-04-08 10:03:13.816350 root [DEBUG] ['1.00E+0', 'kgCO₂e']
2024-04-08 10:03:13.960986 root [DEBUG] 4.15E-1 kgCO₂e
2024-04-08 10:03:13.962663 root [DEBUG] ['4.15E-1', 'kgCO₂e']
2024-04-08 10:03:14.126723 root [DEBUG] 1.83E+0 kgCO₂e
2024-04-08 10:03:14.128533 root [DEBUG] ['1.83E+0', 'kgCO₂e']
2024-04-08 10:03:14.270665 root [DEBUG] 2.93E+0 kgCO₂e
2024-04-08 10:03:14.273119 root [DEBUG] ['2.93E+0', 'kgCO₂e']
2024-04-08 10:03:14.418953 root [DEBUG] 1.59E+0 kgCO₂e
2024-04-08 10:03:14.420294 root [DEBUG] ['1.59E+0', 'kgCO₂e']
2024-04-08 10:03:14.570841 root [DEBUG] 3.28E+0 kgCO₂e
2024-04-08 10:03:14.572942 root [DEBUG] ['3.28E+0', 'kgCO₂e']
2024-04-08 10:03:14.721511 root [DEBUG] 2.89E+0 kgCO₂e
2024-04-08 10:03:14.722775 root [DEBUG] ['2.89E+0', 'kgCO₂e']
2024-04-08 10:03:14.865174 root [DEBUG] 1.75E+0 kgCO₂e
2024-04-08 10:03:14.866348 root [DEBUG] ['1.75E+0', 'kgCO₂e']
2024-04-08 10:03:15.042379 root [DEBUG] 3.01E+0 kgCO₂e
2024-04-08 10:03:15.043338 root [DEBUG] ['3.01E+0', 'kgCO₂e']
2024-04-08 10:03:15.187916 root [DEBUG] 2.98E+0 kgCO₂e
2024-04-08 10:03:15.189930 root [DEBUG] ['2.98E+0', 'kgCO₂e']
2024-04-08 10:03:15.347855 root [DEBUG] 2.60E+0 kgCO₂e
2024-04-08 10:03:15.350525 root [DEBUG] ['2.60E+0', 'kgCO₂e']
2024-04-08 10:03:15.503029 root [DEBUG] 2.24E+0 kgCO₂e
2024-04-08 10:03:15.505364 root [DEBUG] ['2.24E+0', 'kgCO₂e']
2024-04-08 10:03:15.658128 root [DEBUG] 1.28E+0 kgCO₂e
2024-04-08 10:03:15.659299 root [DEBUG] ['1.28E+0', 'kgCO₂e']
2024-04-08 10:03:15.803226 root [DEBUG] 1.44E+0 kgCO₂e
2024-04-08 10:03:15.804648 root [DEBUG] ['1.44E+0', 'kgCO₂e']
2024-04-08 10:03:15.950163 root [DEBUG] 2.47E+0 kgCO₂e
2024-04-08 10:03:15.951121 root [DEBUG] ['2.47E+0', 'kgCO₂e']
2024-04-08 10:03:16.099886 root [DEBUG] 3.42E+0 kgCO₂e
2024-04-08 10:03:16.100768 root [DEBUG] ['3.42E+0', 'kgCO₂e']
2024-04-08 10:03:16.245820 root [DEBUG] 4.86E+0 kgCO₂e
2024-04-08 10:03:16.246811 root [DEBUG] ['4.86E+0', 'kgCO₂e']
2024-04-08 10:03:16.400649 root [DEBUG] 2.70E-1 kgCO₂e
2024-04-08 10:03:16.402254 root [DEBUG] ['2.70E-1', 'kgCO₂e']
2024-04-08 10:03:16.546803 root [DEBUG] 2.37E+0 kgCO₂e
2024-04-08 10:03:16.548308 root [DEBUG] ['2.37E+0', 'kgCO₂e']
2024-04-08 10:03:16.693848 root [DEBUG] 1.84E+0 kgCO₂e
2024-04-08 10:03:16.695504 root [DEBUG] ['1.84E+0', 'kgCO₂e']
2024-04-08 10:03:16.849887 root [DEBUG] 2.37E+0 kgCO₂e
2024-04-08 10:03:16.852803 root [DEBUG] ['2.37E+0', 'kgCO₂e']
2024-04-08 10:03:17.021989 root [DEBUG] 2.09E-1 kgCO₂e
2024-04-08 10:03:17.024436 root [DEBUG] ['2.09E-1', 'kgCO₂e']
2024-04-08 10:03:17.172932 root [DEBUG] 1.12E+0 kgCO₂e
2024-04-08 10:03:17.174864 root [DEBUG] ['1.12E+0', 'kgCO₂e']
2024-04-08 10:03:17.330964 root [DEBUG] 2.26E+0 kgCO₂e
2024-04-08 10:03:17.333904 root [DEBUG] ['2.26E+0', 'kgCO₂e']
2024-04-08 10:03:17.480860 root [DEBUG] 7.85E-1 kgCO₂e
2024-04-08 10:03:17.482392 root [DEBUG] ['7.85E-1', 'kgCO₂e']
2024-04-08 10:03:17.630240 root [DEBUG] 6.94E-1 kgCO₂e
2024-04-08 10:03:17.632823 root [DEBUG] ['6.94E-1', 'kgCO₂e']
2024-04-08 10:03:17.788244 root [DEBUG] 1.95E+0 kgCO₂e
2024-04-08 10:03:17.790964 root [DEBUG] ['1.95E+0', 'kgCO₂e']
2024-04-08 10:03:17.939948 root [DEBUG] 1.95E+0 kgCO₂e
2024-04-08 10:03:17.942316 root [DEBUG] ['1.95E+0', 'kgCO₂e']
2024-04-08 10:03:18.088586 root [DEBUG] 5.43E+1 kgCO₂e
2024-04-08 10:03:18.089616 root [DEBUG] ['5.43E+1', 'kgCO₂e']
2024-04-08 10:03:18.261378 root [DEBUG] 5.72E+1 kgCO₂e
2024-04-08 10:03:18.263157 root [DEBUG] ['5.72E+1', 'kgCO₂e']
2024-04-08 10:03:18.411510 root [DEBUG] 6.01E+1 kgCO₂e
2024-04-08 10:03:18.414076 root [DEBUG] ['6.01E+1', 'kgCO₂e']
2024-04-08 10:03:18.555866 root [DEBUG] 2.81E-1 kgCO₂e
2024-04-08 10:03:18.558473 root [DEBUG] ['2.81E-1', 'kgCO₂e']
2024-04-08 10:03:18.712303 root [DEBUG] 9.48E+1 kgCO₂e
2024-04-08 10:03:18.713501 root [DEBUG] ['9.48E+1', 'kgCO₂e']
2024-04-08 10:03:18.857444 root [DEBUG] 1.99E+2 kgCO₂e
2024-04-08 10:03:18.859651 root [DEBUG] ['1.99E+2', 'kgCO₂e']
2024-04-08 10:03:19.006879 root [DEBUG] 1.01E+1 kgCO₂e
2024-04-08 10:03:19.008634 root [DEBUG] ['1.01E+1', 'kgCO₂e']
2024-04-08 10:03:19.157903 root [DEBUG] 4.13E+2 kgCO₂e
2024-04-08 10:03:19.160400 root [DEBUG] ['4.13E+2', 'kgCO₂e']
2024-04-08 10:03:19.306539 root [DEBUG] 4.17E+2 kgCO₂e
2024-04-08 10:03:19.308835 root [DEBUG] ['4.17E+2', 'kgCO₂e']
2024-04-08 10:03:19.466133 root [DEBUG] 4.07E+2 kgCO₂e
2024-04-08 10:03:19.467688 root [DEBUG] ['4.07E+2', 'kgCO₂e']
2024-04-08 10:03:19.611341 root [DEBUG] 1.31E+0 kgCO₂e
2024-04-08 10:03:19.612721 root [DEBUG] ['1.31E+0', 'kgCO₂e']
2024-04-08 10:03:19.762823 root [DEBUG] 1.16E+1 kgCO₂e
2024-04-08 10:03:19.764719 root [DEBUG] ['1.16E+1', 'kgCO₂e']
2024-04-08 10:03:19.915645 root [DEBUG] 6.56E-1 kgCO₂e
2024-04-08 10:03:19.916411 root [DEBUG] ['6.56E-1', 'kgCO₂e']
2024-04-08 10:03:20.066912 root [DEBUG] 9.55E-2 kgCO₂e
2024-04-08 10:03:20.067603 root [DEBUG] ['9.55E-2', 'kgCO₂e']
2024-04-08 10:03:20.210238 root [DEBUG] 7.50E+1 kgCO₂e
2024-04-08 10:03:20.211598 root [DEBUG] ['7.50E+1', 'kgCO₂e']
2024-04-08 10:03:20.382013 root [DEBUG] 9.00E+1 kgCO₂e
2024-04-08 10:03:20.383746 root [DEBUG] ['9.00E+1', 'kgCO₂e']
2024-04-08 10:03:20.538585 root [DEBUG] 1.62E-1 kgCO₂e
2024-04-08 10:03:20.540619 root [DEBUG] ['1.62E-1', 'kgCO₂e']
2024-04-08 10:03:20.686525 root [DEBUG] 4.50E-1 kgCO₂e
2024-04-08 10:03:20.688976 root [DEBUG] ['4.50E-1', 'kgCO₂e']
2024-04-08 10:03:20.865540 root [DEBUG] 4.00E-1 kgCO₂e
2024-04-08 10:03:20.866717 root [DEBUG] ['4.00E-1', 'kgCO₂e']
2024-04-08 10:03:21.012451 root [DEBUG] 1.70E+0 kgCO₂e
2024-04-08 10:03:21.014228 root [DEBUG] ['1.70E+0', 'kgCO₂e']
2024-04-08 10:03:21.175383 root [DEBUG] 3.60E+0 kgCO₂e
2024-04-08 10:03:21.177843 root [DEBUG] ['3.60E+0', 'kgCO₂e']
2024-04-08 10:03:21.319088 root [DEBUG] 3.40E-2 kgCO₂e
2024-04-08 10:03:21.319874 root [DEBUG] ['3.40E-2', 'kgCO₂e']
2024-04-08 10:03:21.475302 root [DEBUG] 3.61E+0 kgCO₂e
2024-04-08 10:03:21.477712 root [DEBUG] ['3.61E+0', 'kgCO₂e']
2024-04-08 10:03:21.624038 root [DEBUG] 1.10E-1 kgCO₂e
2024-04-08 10:03:21.625224 root [DEBUG] ['1.10E-1', 'kgCO₂e']
2024-04-08 10:03:21.791595 root [DEBUG] 1.20E-1 kgCO₂e
2024-04-08 10:03:21.794042 root [DEBUG] ['1.20E-1', 'kgCO₂e']
2024-04-08 10:03:21.940707 root [DEBUG] 1.30E-1 kgCO₂e
2024-04-08 10:03:21.943525 root [DEBUG] ['1.30E-1', 'kgCO₂e']
2024-04-08 10:03:22.087337 root [DEBUG] 1.40E-1 kgCO₂e
2024-04-08 10:03:22.088940 root [DEBUG] ['1.40E-1', 'kgCO₂e']
2024-04-08 10:03:22.232789 root [DEBUG] 3.37E+0 kgCO₂e
2024-04-08 10:03:22.234590 root [DEBUG] ['3.37E+0', 'kgCO₂e']
2024-04-08 10:03:22.387604 root [DEBUG] 2.00E-1 kgCO₂e
2024-04-08 10:03:22.389940 root [DEBUG] ['2.00E-1', 'kgCO₂e']
2024-04-08 10:03:22.532750 root [DEBUG] 1.00E-1 kgCO₂e
2024-04-08 10:03:22.533960 root [DEBUG] ['1.00E-1', 'kgCO₂e']
2024-04-08 10:03:22.681869 root [DEBUG] 1.20E-1 kgCO₂e
2024-04-08 10:03:22.683549 root [DEBUG] ['1.20E-1', 'kgCO₂e']
2024-04-08 10:03:22.824946 root [DEBUG] 1.60E-1 kgCO₂e
2024-04-08 10:03:22.826510 root [DEBUG] ['1.60E-1', 'kgCO₂e']
2024-04-08 10:03:22.967905 root [DEBUG] 5.16E+0 kgCO₂e
2024-04-08 10:03:22.969417 root [DEBUG] ['5.16E+0', 'kgCO₂e']
2024-04-08 10:03:23.122519 root [DEBUG] 5.50E+0 kgCO₂e
2024-04-08 10:03:23.127500 root [DEBUG] ['5.50E+0', 'kgCO₂e']
2024-04-08 10:03:23.267842 root [DEBUG] 3.36E+0 kgCO₂e
2024-04-08 10:03:23.269038 root [DEBUG] ['3.36E+0', 'kgCO₂e']
2024-04-08 10:03:23.419003 root [DEBUG] 5.00E-1 kgCO₂e
2024-04-08 10:03:23.420849 root [DEBUG] ['5.00E-1', 'kgCO₂e']
2024-04-08 10:03:23.566176 root [DEBUG] 1.53E-1 kgCO₂e
2024-04-08 10:03:23.567722 root [DEBUG] ['1.53E-1', 'kgCO₂e']
2024-04-08 10:03:23.721366 root [DEBUG] 2.50E-1 kgCO₂e
2024-04-08 10:03:23.723127 root [DEBUG] ['2.50E-1', 'kgCO₂e']
2024-04-08 10:03:23.866385 root [DEBUG] 3.54E-1 kgCO₂e
2024-04-08 10:03:23.868515 root [DEBUG] ['3.54E-1', 'kgCO₂e']
2024-04-08 10:03:24.016684 root [DEBUG] 3.68E-1 kgCO₂e
2024-04-08 10:03:24.018593 root [DEBUG] ['3.68E-1', 'kgCO₂e']
2024-04-08 10:03:24.165799 root [DEBUG] 4.28E+0 kgCO₂e
2024-04-08 10:03:24.167268 root [DEBUG] ['4.28E+0', 'kgCO₂e']
2024-04-08 10:03:24.319127 root [DEBUG] 3.80E-1 kgCO₂e
2024-04-08 10:03:24.320003 root [DEBUG] ['3.80E-1', 'kgCO₂e']
2024-04-08 10:03:24.462792 root [DEBUG] 4.16E+0 kgCO₂e
2024-04-08 10:03:24.465412 root [DEBUG] ['4.16E+0', 'kgCO₂e']
2024-04-08 10:03:24.624639 root [DEBUG] 4.13E+0 kgCO₂e
2024-04-08 10:03:24.625806 root [DEBUG] ['4.13E+0', 'kgCO₂e']
2024-04-08 10:03:24.773816 root [DEBUG] 5.13E+0 kgCO₂e
2024-04-08 10:03:24.775630 root [DEBUG] ['5.13E+0', 'kgCO₂e']
2024-04-08 10:03:24.917785 root [DEBUG] 1.71E-2 kgCO₂e
2024-04-08 10:03:24.918762 root [DEBUG] ['1.71E-2', 'kgCO₂e']
2024-04-08 10:03:25.071314 root [DEBUG] 5.71E+0 kgCO₂e
2024-04-08 10:03:25.073499 root [DEBUG] ['5.71E+0', 'kgCO₂e']
2024-04-08 10:03:25.230859 root [DEBUG] 4.19E+0 kgCO₂e
2024-04-08 10:03:25.233800 root [DEBUG] ['4.19E+0', 'kgCO₂e']
2024-04-08 10:03:25.384348 root [DEBUG] 3.37E+0 kgCO₂e
2024-04-08 10:03:25.385667 root [DEBUG] ['3.37E+0', 'kgCO₂e']
2024-04-08 10:03:25.527747 root [DEBUG] 2.70E+1 kgCO₂e
2024-04-08 10:03:25.529152 root [DEBUG] ['2.70E+1', 'kgCO₂e']
2024-04-08 10:03:25.676656 root [DEBUG] 6.58E+0 kgCO₂e
2024-04-08 10:03:25.678058 root [DEBUG] ['6.58E+0', 'kgCO₂e']
2024-04-08 10:03:25.834973 root [DEBUG] 1.41E+1 kgCO₂e
2024-04-08 10:03:25.836810 root [DEBUG] ['1.41E+1', 'kgCO₂e']
2024-04-08 10:03:25.984584 root [DEBUG] 3.00E+1 kgCO₂e
2024-04-08 10:03:25.986336 root [DEBUG] ['3.00E+1', 'kgCO₂e']
2024-04-08 10:03:26.135321 root [DEBUG] 2.85E+1 kgCO₂e
2024-04-08 10:03:26.136665 root [DEBUG] ['2.85E+1', 'kgCO₂e']
2024-04-08 10:03:26.284370 root [DEBUG] 4.77E+0 kgCO₂e
2024-04-08 10:03:26.285248 root [DEBUG] ['4.77E+0', 'kgCO₂e']
2024-04-08 10:03:26.438476 root [DEBUG] 1.46E+0 kgCO₂e
2024-04-08 10:03:26.439983 root [DEBUG] ['1.46E+0', 'kgCO₂e']
2024-04-08 10:03:26.583220 root [DEBUG] 3.80E+0 kgCO₂e
2024-04-08 10:03:26.585473 root [DEBUG] ['3.80E+0', 'kgCO₂e']
2024-04-08 10:03:26.752881 root [DEBUG] 2.00E+0 kgCO₂e
2024-04-08 10:03:26.754352 root [DEBUG] ['2.00E+0', 'kgCO₂e']
2024-04-08 10:03:26.897071 root [DEBUG] 2.39E+0 kgCO₂e
2024-04-08 10:03:26.898434 root [DEBUG] ['2.39E+0', 'kgCO₂e']
2024-04-08 10:03:27.044042 root [DEBUG] 1.02E-4 kgCO₂e
2024-04-08 10:03:27.045471 root [DEBUG] ['1.02E-4', 'kgCO₂e']
2024-04-08 10:03:27.191643 root [DEBUG] 3.32E-4 kgCO₂e
2024-04-08 10:03:27.194204 root [DEBUG] ['3.32E-4', 'kgCO₂e']
2024-04-08 10:03:27.338473 root [DEBUG] 6.82E-2 kgCO₂e
2024-04-08 10:03:27.339532 root [DEBUG] ['6.82E-2', 'kgCO₂e']
2024-04-08 10:03:27.482116 root [DEBUG] 4.80E-1 kgCO₂e
2024-04-08 10:03:27.483742 root [DEBUG] ['4.80E-1', 'kgCO₂e']
2024-04-08 10:03:27.637746 root [DEBUG] 3.25E-1 kgCO₂e
2024-04-08 10:03:27.639050 root [DEBUG] ['3.25E-1', 'kgCO₂e']
2024-04-08 10:03:27.796052 root [DEBUG] 8.32E-2 kgCO₂e
2024-04-08 10:03:27.798165 root [DEBUG] ['8.32E-2', 'kgCO₂e']
2024-04-08 10:03:27.943590 root [DEBUG] 5.95E-1 kgCO₂e
2024-04-08 10:03:27.946322 root [DEBUG] ['5.95E-1', 'kgCO₂e']
2024-04-08 10:03:28.094238 root [DEBUG] 3.94E-1 kgCO₂e
2024-04-08 10:03:28.096287 root [DEBUG] ['3.94E-1', 'kgCO₂e']
2024-04-08 10:03:28.242932 root [DEBUG] 4.12E-1 kgCO₂e
2024-04-08 10:03:28.244983 root [DEBUG] ['4.12E-1', 'kgCO₂e']
2024-04-08 10:03:28.388075 root [DEBUG] 7.06E-1 kgCO₂e
2024-04-08 10:03:28.389822 root [DEBUG] ['7.06E-1', 'kgCO₂e']
2024-04-08 10:03:28.534701 root [DEBUG] 3.05E-1 kgCO₂e
2024-04-08 10:03:28.536361 root [DEBUG] ['3.05E-1', 'kgCO₂e']
2024-04-08 10:03:28.687450 root [DEBUG] 3.28E-1 kgCO₂e
2024-04-08 10:03:28.688600 root [DEBUG] ['3.28E-1', 'kgCO₂e']
2024-04-08 10:03:28.831967 root [DEBUG] 6.60E-1 kgCO₂e
2024-04-08 10:03:28.833798 root [DEBUG] ['6.60E-1', 'kgCO₂e']
2024-04-08 10:03:28.973966 root [DEBUG] 3.40E+2 kgCO₂e
2024-04-08 10:03:28.974815 root [DEBUG] ['3.40E+2', 'kgCO₂e']
2024-04-08 10:03:29.120902 root [DEBUG] 6.54E-1 kgCO₂e
2024-04-08 10:03:29.122306 root [DEBUG] ['6.54E-1', 'kgCO₂e']
2024-04-08 10:03:29.277009 root [DEBUG] 4.00E+0 kgCO₂e
2024-04-08 10:03:29.279654 root [DEBUG] ['4.00E+0', 'kgCO₂e']
2024-04-08 10:03:29.426065 root [DEBUG] 7.52E-1 kgCO₂e
2024-04-08 10:03:29.427613 root [DEBUG] ['7.52E-1', 'kgCO₂e']
2024-04-08 10:03:29.573115 root [DEBUG] 3.45E+0 kgCO₂e
2024-04-08 10:03:29.574812 root [DEBUG] ['3.45E+0', 'kgCO₂e']
2024-04-08 10:03:29.735661 root [DEBUG] 3.48E+0 kgCO₂e
2024-04-08 10:03:29.737175 root [DEBUG] ['3.48E+0', 'kgCO₂e']
2024-04-08 10:03:29.883279 root [DEBUG] 2.71E+0 kgCO₂e
2024-04-08 10:03:29.885026 root [DEBUG] ['2.71E+0', 'kgCO₂e']
2024-04-08 10:03:30.074002 root [DEBUG] 3.19E+1 kgCO₂e
2024-04-08 10:03:30.075252 root [DEBUG] ['3.19E+1', 'kgCO₂e']
2024-04-08 10:03:30.226724 root [DEBUG] 4.34E+0 kgCO₂e
2024-04-08 10:03:30.227942 root [DEBUG] ['4.34E+0', 'kgCO₂e']
2024-04-08 10:03:30.370443 root [DEBUG] 6.98E+0 kgCO₂e
2024-04-08 10:03:30.371600 root [DEBUG] ['6.98E+0', 'kgCO₂e']
2024-04-08 10:03:30.520931 root [DEBUG] 6.71E-1 kgCO₂e
2024-04-08 10:03:30.522677 root [DEBUG] ['6.71E-1', 'kgCO₂e']
2024-04-08 10:03:30.682643 root [DEBUG] 1.05E+0 kgCO₂e
2024-04-08 10:03:30.684148 root [DEBUG] ['1.05E+0', 'kgCO₂e']
2024-04-08 10:03:30.853960 root [DEBUG] 1.00E+0 kgCO₂e
2024-04-08 10:03:30.855676 root [DEBUG] ['1.00E+0', 'kgCO₂e']
2024-04-08 10:03:30.999968 root [DEBUG] 2.60E+0 kgCO₂e
2024-04-08 10:03:31.001583 root [DEBUG] ['2.60E+0', 'kgCO₂e']
2024-04-08 10:03:31.148323 root [DEBUG] 5.50E+0 kgCO₂e
2024-04-08 10:03:31.150595 root [DEBUG] ['5.50E+0', 'kgCO₂e']
2024-04-08 10:03:31.311425 root [DEBUG] 3.02E+0 kgCO₂e
2024-04-08 10:03:31.312270 root [DEBUG] ['3.02E+0', 'kgCO₂e']
2024-04-08 10:03:31.453479 root [DEBUG] 2.69E+0 kgCO₂e
2024-04-08 10:03:31.456245 root [DEBUG] ['2.69E+0', 'kgCO₂e']
2024-04-08 10:03:31.601944 root [DEBUG] 6.29E+0 kgCO₂e
2024-04-08 10:03:31.604025 root [DEBUG] ['6.29E+0', 'kgCO₂e']
2024-04-08 10:03:31.751891 root [DEBUG] 1.75E+0 kgCO₂e
2024-04-08 10:03:31.753236 root [DEBUG] ['1.75E+0', 'kgCO₂e']
2024-04-08 10:03:31.892776 root [DEBUG] 7.59E+0 kgCO₂e
2024-04-08 10:03:31.894287 root [DEBUG] ['7.59E+0', 'kgCO₂e']
2024-04-08 10:03:32.045088 root [DEBUG] 3.10E+0 kgCO₂e
2024-04-08 10:03:32.046001 root [DEBUG] ['3.10E+0', 'kgCO₂e']
2024-04-08 10:03:32.189792 root [DEBUG] 4.09E+0 kgCO₂e
2024-04-08 10:03:32.191296 root [DEBUG] ['4.09E+0', 'kgCO₂e']
2024-04-08 10:03:32.342253 root [DEBUG] 2.93E+0 kgCO₂e
2024-04-08 10:03:32.343863 root [DEBUG] ['2.93E+0', 'kgCO₂e']
2024-04-08 10:03:32.483947 root [DEBUG] 2.82E+0 kgCO₂e
2024-04-08 10:03:32.485299 root [DEBUG] ['2.82E+0', 'kgCO₂e']
2024-04-08 10:03:32.626283 root [DEBUG] 2.61E+0 kgCO₂e
2024-04-08 10:03:32.627095 root [DEBUG] ['2.61E+0', 'kgCO₂e']
2024-04-08 10:03:32.780399 root [DEBUG] 2.26E+0 kgCO₂e
2024-04-08 10:03:32.781605 root [DEBUG] ['2.26E+0', 'kgCO₂e']
2024-04-08 10:03:32.936447 root [DEBUG] 2.18E+0 kgCO₂e
2024-04-08 10:03:32.938195 root [DEBUG] ['2.18E+0', 'kgCO₂e']
2024-04-08 10:03:33.081137 root [DEBUG] 8.33E-1 kgCO₂e
2024-04-08 10:03:33.083925 root [DEBUG] ['8.33E-1', 'kgCO₂e']
2024-04-08 10:03:33.240877 root [DEBUG] 3.16E-1 kgCO₂e
2024-04-08 10:03:33.242850 root [DEBUG] ['3.16E-1', 'kgCO₂e']
2024-04-08 10:03:33.405133 root [DEBUG] 3.02E+0 kgCO₂e
2024-04-08 10:03:33.406311 root [DEBUG] ['3.02E+0', 'kgCO₂e']
2024-04-08 10:03:33.584259 root [DEBUG] 2.76E-1 kgCO₂e
2024-04-08 10:03:33.585468 root [DEBUG] ['2.76E-1', 'kgCO₂e']
2024-04-08 10:03:33.725975 root [DEBUG] 2.71E+0 kgCO₂e
2024-04-08 10:03:33.727047 root [DEBUG] ['2.71E+0', 'kgCO₂e']
2024-04-08 10:03:33.883988 root [DEBUG] 1.55E+0 kgCO₂e
2024-04-08 10:03:33.885996 root [DEBUG] ['1.55E+0', 'kgCO₂e']
2024-04-08 10:03:34.030070 root [DEBUG] 1.15E+0 kgCO₂e
2024-04-08 10:03:34.031633 root [DEBUG] ['1.15E+0', 'kgCO₂e']
2024-04-08 10:03:34.173796 root [DEBUG] 9.59E-1 kgCO₂e
2024-04-08 10:03:34.175821 root [DEBUG] ['9.59E-1', 'kgCO₂e']
2024-04-08 10:03:34.320640 root [DEBUG] 1.70E+0 kgCO₂e
2024-04-08 10:03:34.323168 root [DEBUG] ['1.70E+0', 'kgCO₂e']
2024-04-08 10:03:34.468413 root [DEBUG] 1.42E+0 kgCO₂e
2024-04-08 10:03:34.470585 root [DEBUG] ['1.42E+0', 'kgCO₂e']
2024-04-08 10:03:34.612302 root [DEBUG] 1.70E+2 kgCO₂e
2024-04-08 10:03:34.614401 root [DEBUG] ['1.70E+2', 'kgCO₂e']
2024-04-08 10:03:34.754429 root [DEBUG] 8.47E-1 kgCO₂e
2024-04-08 10:03:34.755848 root [DEBUG] ['8.47E-1', 'kgCO₂e']
2024-04-08 10:03:34.900709 root [DEBUG] 1.24E+1 kgCO₂e
2024-04-08 10:03:34.902074 root [DEBUG] ['1.24E+1', 'kgCO₂e']
2024-04-08 10:03:35.049010 root [DEBUG] 5.78E+0 kgCO₂e
2024-04-08 10:03:35.050219 root [DEBUG] ['5.78E+0', 'kgCO₂e']
2024-04-08 10:03:35.193664 root [DEBUG] 9.61E-1 kgCO₂e
2024-04-08 10:03:35.195540 root [DEBUG] ['9.61E-1', 'kgCO₂e']
2024-04-08 10:03:35.350934 root [DEBUG] 1.30E-1 kgCO₂e
2024-04-08 10:03:35.352360 root [DEBUG] ['1.30E-1', 'kgCO₂e']
2024-04-08 10:03:35.493351 root [DEBUG] 1.66E+0 kgCO₂e
2024-04-08 10:03:35.494587 root [DEBUG] ['1.66E+0', 'kgCO₂e']
2024-04-08 10:03:35.641366 root [DEBUG] 1.59E+0 kgCO₂e
2024-04-08 10:03:35.643789 root [DEBUG] ['1.59E+0', 'kgCO₂e']
2024-04-08 10:03:35.787987 root [DEBUG] 3.67E+0 kgCO₂e
2024-04-08 10:03:35.789066 root [DEBUG] ['3.67E+0', 'kgCO₂e']
2024-04-08 10:03:35.937245 root [DEBUG] 3.04E+0 kgCO₂e
2024-04-08 10:03:35.939112 root [DEBUG] ['3.04E+0', 'kgCO₂e']
2024-04-08 10:03:36.077798 root [DEBUG] 1.50E+0 kgCO₂e
2024-04-08 10:03:36.078985 root [DEBUG] ['1.50E+0', 'kgCO₂e']
2024-04-08 10:03:36.228019 root [DEBUG] 2.39E+0 kgCO₂e
2024-04-08 10:03:36.229206 root [DEBUG] ['2.39E+0', 'kgCO₂e']
2024-04-08 10:03:36.375047 root [DEBUG] 4.00E-2 kgCO₂e
2024-04-08 10:03:36.377920 root [DEBUG] ['4.00E-2', 'kgCO₂e']
2024-04-08 10:03:36.520791 root [DEBUG] 7.04E+0 kgCO₂e
2024-04-08 10:03:36.522449 root [DEBUG] ['7.04E+0', 'kgCO₂e']
2024-04-08 10:03:36.669712 root [DEBUG] 4.03E-2 kgCO₂e
2024-04-08 10:03:36.671288 root [DEBUG] ['4.03E-2', 'kgCO₂e']
2024-04-08 10:03:36.827208 root [DEBUG] 5.58E-1 kgCO₂e
2024-04-08 10:03:36.828413 root [DEBUG] ['5.58E-1', 'kgCO₂e']
2024-04-08 10:03:36.977054 root [DEBUG] 2.17E+0 kgCO₂e
2024-04-08 10:03:36.978302 root [DEBUG] ['2.17E+0', 'kgCO₂e']
2024-04-08 10:03:37.129878 root [DEBUG] 1.79E+0 kgCO₂e
2024-04-08 10:03:37.130906 root [DEBUG] ['1.79E+0', 'kgCO₂e']
2024-04-08 10:03:37.272456 root [DEBUG] 5.00E+0 kgCO₂e
2024-04-08 10:03:37.274008 root [DEBUG] ['5.00E+0', 'kgCO₂e']
2024-04-08 10:03:37.424169 root [DEBUG] 4.42E+0 kgCO₂e
