2024-04-16 11:10:43.739983 connection.mysql_connection [INFO] =================================================
2024-04-16 11:10:43.741383 connection.mysql_connection [INFO] our db_config:
2024-04-16 11:10:43.742272 connection.mysql_connection [INFO] host: 20.205.24.18
2024-04-16 11:10:43.743048 connection.mysql_connection [INFO] port: 3306
2024-04-16 11:10:43.743959 connection.mysql_connection [INFO] user: eco
2024-04-16 11:10:43.744856 connection.mysql_connection [INFO] password: ECO4ever
2024-04-16 11:10:43.745780 connection.mysql_connection [INFO] autocommit: True
2024-04-16 11:10:43.746561 connection.mysql_connection [INFO] dictionary mode: False
2024-04-16 11:10:43.748842 connection.mysql_connection [INFO] =================================================
2024-04-16 11:10:45.200758 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00001', 'Orimulsion', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '1, 55, 109')
2024-04-16 11:11:25.558025 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00314', 'Peat', 'Energy Basis', '106000', '10', '1.4', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '53, 107, 161')
2024-04-16 11:11:25.689346 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00315', 'Peat', 'Mass basis', '1034.56', '0.0976', '0.013664', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '53, 107, 161')
2024-04-16 11:11:25.813934 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00316', 'Peat', 'Liquid Basis', NULL, NULL, NULL, 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '53, 107, 161')
2024-04-16 11:11:25.932389 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00317', 'Peat', 'Fuel density information Of gases', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '53, 107, 161')
2024-04-16 11:11:26.059655 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00318', 'Peat', 'Liquid Basis', NULL, NULL, NULL, 'liter2', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '53, 107, 161')
2024-04-16 11:11:26.211667 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00319', 'Crude oil', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', NULL, 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '54, 108')
2024-04-16 11:11:26.344343 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00320', 'Crude oil', 'Energy Basis', NULL, '10', '0.6', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', NULL, 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '54, 108')
2024-04-16 11:11:26.461698 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00321', 'Crude oil', 'Mass basis', NULL, '0.423', '0.02538', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', NULL, 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '54, 108')
2024-04-16 11:11:26.584895 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00322', 'Crude oil', 'Liquid Basis', NULL, '0.0003384', '2.0304e-05', 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', NULL, 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '54, 108')
2024-04-16 11:11:26.713541 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00323', 'Crude oil', 'Fuel density information Of gases', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', NULL, 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '54, 108')
2024-04-16 11:11:26.853782 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00324', 'Crude oil', 'Liquid Basis', NULL, '0.8', '0.8', 'liter2', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', NULL, 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '54, 108')
2024-04-16 11:19:00.708900 connection.mysql_connection [INFO] =================================================
2024-04-16 11:19:00.709693 connection.mysql_connection [INFO] our db_config:
2024-04-16 11:19:00.710060 connection.mysql_connection [INFO] host: 20.205.24.18
2024-04-16 11:19:00.710348 connection.mysql_connection [INFO] port: 3306
2024-04-16 11:19:00.710675 connection.mysql_connection [INFO] user: eco
2024-04-16 11:19:00.710986 connection.mysql_connection [INFO] password: ECO4ever
2024-04-16 11:19:00.711248 connection.mysql_connection [INFO] autocommit: True
2024-04-16 11:19:00.711502 connection.mysql_connection [INFO] dictionary mode: False
2024-04-16 11:19:00.711768 connection.mysql_connection [INFO] =================================================
2024-04-16 11:19:02.155969 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00001', 'Orimulsion', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '1, 55, 109')
2024-04-16 11:19:02.270113 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00002', 'Orimulsion', 'Energy Basis', '77000', '10', '0.6', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '1, 55, 109')
2024-04-16 11:19:02.388807 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00003', 'Orimulsion', 'Mass basis', '2117.5', '0.275', '0.0165', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '1, 55, 109')
2024-04-16 11:19:02.516220 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00004', 'Orimulsion', 'Liquid Basis', NULL, NULL, NULL, 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '1, 55, 109')
2024-04-16 11:19:02.640885 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00005', 'Orimulsion', 'Fuel density information Of gases', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '1, 55, 109')
2024-04-16 11:19:02.760061 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00006', 'Orimulsion', 'Liquid Basis', NULL, NULL, NULL, 'liter2', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '1, 55, 109')
2024-04-16 11:19:02.878306 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00007', 'Natural Gas Liquids', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '2, 56, 110')
2024-04-16 11:19:03.000519 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00008', 'Natural Gas Liquids', 'Energy Basis', '64200', '10', '0.6', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '2, 56, 110')
2024-04-16 11:19:03.128965 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00009', 'Natural Gas Liquids', 'Mass basis', '2837.64', '0.442', '0.02652', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '2, 56, 110')
2024-04-16 11:19:03.257655 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00010', 'Natural Gas Liquids', 'Liquid Basis', NULL, NULL, NULL, 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '2, 56, 110')
2024-04-16 11:19:03.388348 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00011', 'Natural Gas Liquids', 'Fuel density information Of gases', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '2, 56, 110')
2024-04-16 11:19:03.505414 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00012', 'Natural Gas Liquids', 'Liquid Basis', NULL, NULL, NULL, 'liter2', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '2, 56, 110')
2024-04-16 11:19:03.632946 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00013', 'Motor gasoline', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '3, 57, 111')
2024-04-16 11:19:03.759447 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00014', 'Motor gasoline', 'Energy Basis', '69300', '10', '0.6', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '3, 57, 111')
2024-04-16 11:19:03.882858 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00015', 'Motor gasoline', 'Mass basis', '3069.99', '0.443', '0.02658', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '3, 57, 111')
2024-04-16 11:19:04.003334 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00016', 'Motor gasoline', 'Liquid Basis', '2.2717926', '0.00032782', '1.96692e-05', 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '3, 57, 111')
2024-04-16 11:19:04.125422 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00017', 'Motor gasoline', 'Fuel density information Of gases', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '3, 57, 111')
2024-04-16 11:19:04.244313 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00018', 'Motor gasoline', 'Liquid Basis', '0.74', '0.74', '0.74', 'liter2', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '3, 57, 111')
2024-04-16 11:19:04.366717 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00019', 'Aviation gasoline', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '4, 58, 112')
2024-04-16 11:19:04.487919 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00020', 'Aviation gasoline', 'Energy Basis', '70000', '10', '0.6', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '4, 58, 112')
2024-04-16 11:19:04.619252 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00021', 'Aviation gasoline', 'Mass basis', '3101.0', '0.443', '0.02658', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '4, 58, 112')
2024-04-16 11:19:04.746529 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00022', 'Aviation gasoline', 'Liquid Basis', '2.20171', '0.00031453', '1.88718e-05', 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '4, 58, 112')
2024-04-16 11:19:04.879621 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00023', 'Aviation gasoline', 'Fuel density information Of gases', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '4, 58, 112')
2024-04-16 11:19:05.000132 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00024', 'Aviation gasoline', 'Liquid Basis', '0.71', '0.71', '0.71', 'liter2', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '4, 58, 112')
2024-04-16 11:19:05.129187 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00025', 'Jet gasoline', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '5, 59, 113')
2024-04-16 11:19:05.248990 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00026', 'Jet gasoline', 'Energy Basis', '70000', '10', '0.6', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '5, 59, 113')
2024-04-16 11:19:05.393242 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00027', 'Jet gasoline', 'Mass basis', '3101.0', '0.443', '0.02658', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '5, 59, 113')
2024-04-16 11:19:05.513847 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00028', 'Jet gasoline', 'Liquid Basis', '2.20171', '0.00031453', '1.88718e-05', 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '5, 59, 113')
2024-04-16 11:19:05.635496 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00029', 'Jet gasoline', 'Fuel density information Of gases', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '5, 59, 113')
2024-04-16 11:19:05.756954 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00030', 'Jet gasoline', 'Liquid Basis', '0.71', '0.71', '0.71', 'liter2', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '5, 59, 113')
2024-04-16 11:19:05.875316 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00031', 'Jet kerosene', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '6, 60, 114')
2024-04-16 11:19:05.997964 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00032', 'Jet kerosene', 'Energy Basis', '71500', '10', '0.6', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '6, 60, 114')
2024-04-16 11:19:06.116381 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00033', 'Jet kerosene', 'Mass basis', '3153.15', '0.441', '0.02646', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '6, 60, 114')
2024-04-16 11:19:06.234747 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00034', 'Jet kerosene', 'Liquid Basis', '2.4909885000000003', '0.00034839', '2.09034e-05', 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '6, 60, 114')
2024-04-16 11:19:06.357925 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00035', 'Jet kerosene', 'Fuel density information Of gases', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '6, 60, 114')
2024-04-16 11:19:06.489227 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00036', 'Jet kerosene', 'Liquid Basis', '0.79', '0.79', '0.79', 'liter2', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '6, 60, 114')
2024-04-16 11:19:06.612012 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00037', 'Other kerosene', 'Gas basis', NULL, NULL, NULL, 'm3', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '7, 61, 115')
2024-04-16 11:19:06.729820 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00038', 'Other kerosene', 'Energy Basis', '71900', '10', '0.6', 'TJ', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '7, 61, 115')
2024-04-16 11:19:06.861132 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00039', 'Other kerosene', 'Mass basis', '3149.22', '0.438', '0.02628', 'tonne', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '7, 61, 115')
2024-04-16 11:19:06.990690 root [DEBUG] REPLACE INTO mgmtCarbon.EF2(EFId, name, type, CO2, CH4, N2O, unit, year, urlName, sheetName, CO2Unit, CH4Unit, N2OUnit, sourceId, everTable, everId) VALUES ('GHG00040', 'Other kerosene', 'Liquid Basis', '2.519376', '0.00035040000000000006', '2.1024e-05', 'Liter', 2017, 'GHG EF from Cross-Sector Tools', 'Sheet Name : Stationary combustion', 'kgCO₂', 'kgCH₄', 'kgN₂O', 4, 'GHG_rawData', '7, 61, 115')
